user_id	class
2063	0
2052	0
2053	1
2054	1
2055	1
2056	0
2057	1
2058	6
2059	1
2060	6
2061	6
2062	6
2064	4
2076	1
2065	6
2066	1
2067	1
2068	4
2069	0
2070	1
2071	0
2072	6
2073	0
2074	2
2075	6
2137	2
2218	1
2321	1
2220	2
2446	2
2445	0
2444	1
2443	1
2442	2
2441	6
2440	6
2473	6
2438	4
2437	2
2436	6
2435	6
2434	3
2433	2
2432	4
2431	0
2430	1
2429	1
2428	2
2447	6
2448	1
2449	2
2450	1
2470	2
2469	1
2468	0
2467	1
2466	5
2465	6
2464	2
2463	1
2462	5
2471	1
2461	1
2459	6
2458	2
2457	1
2456	1
2455	2
2454	6
2453	1
2452	6
2451	1
2427	1
2426	1
2425	6
2402	6
2400	6
2399	1
2398	1
2397	4
2396	0
2395	4
2394	1
2393	1
2392	0
2391	6
2390	1
2389	1
2388	6
2387	2
2386	1
2385	1
2384	1
2383	1
2382	4
2401	6
2403	1
2424	3
2404	1
2423	2
2422	3
2421	6
2420	1
2419	1
2418	1
2417	1
2416	1
2415	1
2414	2
2413	1
2412	1
2411	1
2410	1
2409	0
2408	2
2407	1
2406	1
2405	6
2460	2
2472	6
2504	0
2474	6
2522	1
2524	0
2521	1
2520	6
2519	1
2518	3
2525	6
2517	1
2515	1
2514	6
2513	1
2512	6
2511	1
2510	1
2509	1
2516	1
2526	1
2527	1
2530	1
2536	1
2528	0
2538	1
2529	6
2531	4
2532	5
2533	3
2534	3
2535	6
2537	0
2539	1
2508	2
2523	0
2506	2
2489	2
2475	1
2476	6
2477	1
2478	0
2479	6
2480	5
2481	1
2482	1
2483	0
2484	6
2485	0
2486	1
2487	1
2488	1
2490	1
2505	1
2491	1
2492	3
2493	6
2507	6
2494	1
2495	1
2496	2
2497	6
2498	0
2499	6
2500	0
2501	6
2502	3
2503	1
2381	0
2439	6
2379	6
2378	0
2276	0
2275	0
2274	1
2273	6
2272	1
2271	0
2270	0
2277	6
2269	6
2267	1
2266	3
2265	3
2264	6
2263	0
2262	0
2261	0
2268	1
2279	2
2288	0
2280	0
2296	1
2295	1
2294	0
2293	1
2292	2
2291	0
2290	6
2297	6
2289	2
2287	2
2286	1
2285	2
2284	0
2283	1
2282	6
2281	1
2260	3
2278	2
2259	1
2238	6
2236	6
2235	1
2234	1
2233	6
2232	6
2231	6
2230	1
2237	1
2229	1
2227	1
2226	1
2225	1
2224	6
2223	0
2222	0
2221	6
2228	1
2239	6
2248	6
2240	3
2256	6
2255	3
2254	3
2253	6
2252	0
2251	1
2250	1
2257	6
2249	3
2247	0
2380	6
2246	4
2245	1
2244	1
2243	1
2242	6
2241	1
2258	2
2298	6
2299	0
2300	1
2356	1
2355	1
2354	1
2353	6
2352	2
2351	2
2350	1
2357	1
2349	1
2347	6
2346	1
2345	3
2344	0
2343	6
2342	1
2341	1
2348	3
2358	1
2359	0
2360	4
2377	3
2376	6
2375	1
2374	1
2373	0
2372	0
2371	2
2370	0
2369	2
2368	1
2367	0
2366	6
2365	6
2364	1
2363	2
2362	6
2361	6
2340	2
2339	1
2338	2
2318	6
2316	2
2315	6
2314	2
2313	6
2312	1
2311	2
2310	1
2317	0
2309	1
2307	1
2306	2
2305	6
2304	6
2303	2
2302	1
2301	6
2308	0
2319	6
2328	1
2320	2
2336	1
2335	2
2334	6
2333	1
2332	1
2331	0
2330	1
2337	1
2329	1
2327	0
2326	0
2325	3
2324	1
2323	1
2322	0
1744	1
1743	1
1742	1
1741	1
1740	1
1739	4
1738	0
1737	3
1736	1
1735	1
1734	2
1733	1
1745	1
1732	2
1730	1
1729	0
1728	1
1727	1
1726	1
1725	2
1724	1
1723	0
1722	0
1721	5
1720	0
1719	1
1731	6
1746	5
1747	0
1748	0
1775	1
1774	2
1773	1
1772	0
1771	1
1770	1
1769	1
1768	1
1767	1
1766	0
1765	1
1764	1
1763	1
1762	1
1761	1
1760	1
1759	1
1758	1
1757	3
1756	1
1755	3
1754	0
1753	0
1752	0
1751	0
1750	1
1749	1
1718	3
1776	1
1717	1
1715	3
1683	1
1682	0
1681	1
1680	1
1679	1
1678	1
1677	1
1676	2
1675	0
1674	1
1673	1
1672	1
1684	1
1671	2
1669	0
1668	6
1667	1
1666	1
1665	0
1664	1
1663	1
1662	0
1656	1
1660	1
1659	0
1658	1
1670	1
1685	0
1686	0
1687	1
1714	1
1713	1
1712	1
1711	2
1710	3
1709	5
1778	0
1708	0
1707	6
1706	1
1705	0
1704	0
1703	1
1702	1
1701	1
1700	1
1699	2
1698	4
1697	1
1696	1
1695	1
1694	3
1693	1
1692	3
1691	1
1690	1
1689	6
1688	0
1716	1
1777	4
1785	1
1779	1
1866	1
1865	1
1864	0
1863	0
1862	0
1869	0
1860	1
1859	0
1858	1
1857	1
1856	6
1855	0
1867	1
1854	0
1852	1
1851	1
1850	1
1849	1
1848	4
1847	0
1846	0
1845	1
1844	1
1843	0
1842	0
1841	6
1853	0
1868	0
1871	3
1870	1
1898	1
1888	1
1892	2
1889	1
1890	1
1891	3
1893	5
1894	1
1895	1
1896	3
1897	0
1886	1
1887	6
1884	3
1883	1
1882	3
1881	0
1880	1
1879	1
1878	0
1877	1
1876	1
1875	1
1885	2
1874	3
1873	1
1872	0
1840	0
1861	6
1838	6
1837	0
1805	0
1804	0
1803	3
1802	1
1801	1
1800	0
1799	1
1798	1
1797	1
1796	1
1795	1
1794	1
1806	4
1793	0
1791	0
1790	0
1789	0
1788	0
1787	0
1786	0
1839	1
1784	0
1783	1
1782	0
1781	1
1780	1
1792	2
1807	2
1808	0
1809	0
1836	2
1835	6
1834	1
1833	1
1832	1
1831	0
1830	0
1829	1
1828	0
1827	0
1826	1
1825	0
1824	1
1823	1
1822	0
1821	1
1820	4
1819	6
1818	0
1817	1
1816	1
1815	1
1814	1
1813	1
1812	1
1811	1
1810	0
1657	1
1661	0
255	1
256	6
257	1
258	0
259	1
241	1
250	1
240	1
228	0
220	2
221	0
222	2
223	6
224	3
225	1
226	6
227	0
229	0
238	0
230	2
231	5
232	2
234	2
235	6
236	2
233	2
111	0
1	2
254	3
253	1
252	4
260	0
251	0
249	2
248	2
247	2
246	2
245	2
244	2
243	2
242	2
219	0
218	2
217	1
206	0
193	1
192	3
191	1
190	2
189	2
188	1
262	1
187	2
186	2
185	2
184	2
183	1
182	1
181	1
180	1
179	1
178	2
177	6
194	1
195	1
196	2
197	4
215	3
214	0
213	1
212	0
211	1
210	2
209	6
208	1
216	2
207	1
205	2
204	0
203	3
202	0
201	0
200	2
199	1
198	1
239	1
261	1
293	1
263	2
324	0
323	2
322	1
328	2
321	2
320	1
319	1
318	2
326	1
317	2
315	1
314	2
313	0
312	1
311	2
310	2
309	2
308	0
316	2
327	2
338	0
329	2
347	2
346	1
345	1
344	2
343	1
342	2
341	2
340	2
348	0
339	2
337	2
336	6
334	1
333	3
331	6
330	4
332	0
335	1
307	0
325	1
305	1
283	1
281	3
280	6
279	1
278	2
277	1
276	2
275	2
274	3
282	1
273	1
271	1
270	1
269	2
268	6
267	1
266	2
265	3
264	0
272	0
284	0
294	6
285	1
303	0
302	1
301	4
300	1
299	2
298	0
297	1
296	1
304	2
295	1
306	0
292	2
291	2
290	2
289	5
288	1
287	2
286	3
176	0
237	0
174	1
130	2
62	1
61	2
60	1
59	1
58	0
57	1
56	4
55	1
63	1
54	2
52	0
51	6
50	6
49	6
48	6
47	6
46	6
45	0
53	6
65	0
75	2
66	3
84	4
83	2
82	6
81	3
80	1
79	1
78	2
77	2
85	2
76	4
74	1
73	3
72	0
71	1
70	1
69	0
68	1
67	1
44	1
43	1
42	3
31	6
18	6
17	6
16	1
15	3
14	1
13	1
12	3
11	1
10	1
9	6
8	1
7	0
6	1
5	1
4	1
3	1
2	1
19	0
20	2
21	2
22	1
40	0
39	0
38	0
37	2
36	4
35	1
34	1
33	6
41	6
32	1
30	0
29	6
28	4
27	1
26	0
25	1
24	1
23	2
64	3
86	2
87	6
88	2
150	2
149	0
148	2
147	0
146	2
145	1
144	4
143	2
151	2
142	1
140	2
139	6
138	2
137	0
136	2
135	1
134	1
133	4
141	0
153	1
163	6
154	1
172	0
171	2
170	1
169	2
168	1
167	0
166	6
165	0
173	3
164	0
162	2
161	0
160	1
159	0
158	2
157	3
156	1
155	0
132	1
152	6
131	3
108	1
106	1
105	0
104	1
103	0
102	0
101	0
100	2
99	1
107	0
98	1
96	0
95	0
94	1
93	0
92	2
91	3
90	1
89	6
97	0
109	2
119	1
110	2
128	1
127	2
126	1
125	4
124	2
123	6
122	0
121	2
129	1
120	1
118	1
117	5
116	0
115	6
175	0
114	4
113	2
112	0
442	1
443	3
444	3
445	2
446	3
447	3
448	2
449	3
450	2
451	1
452	1
453	3
454	3
455	3
440	3
439	3
438	1
429	1
423	0
424	1
425	1
426	2
427	1
428	1
430	2
458	1
437	0
431	2
432	0
433	3
434	0
435	1
436	0
456	3
457	1
466	2
459	1
480	3
481	1
482	1
483	0
487	1
484	1
485	3
486	2
488	0
489	0
490	1
491	3
492	3
493	1
494	3
478	3
479	1
476	1
475	1
460	2
461	1
462	1
463	6
464	1
465	1
477	3
467	3
468	2
469	3
470	1
471	1
472	3
473	1
474	1
422	1
441	1
420	1
400	3
382	1
380	3
379	3
378	3
377	0
368	1
376	3
375	0
374	1
421	2
373	3
372	3
371	1
370	3
369	3
383	3
367	3
361	3
353	1
354	1
356	1
357	6
359	3
366	3
360	3
362	3
363	3
364	1
365	3
358	3
355	3
381	3
384	0
402	1
386	0
405	1
406	2
407	3
408	1
409	3
410	0
412	3
419	1
413	0
414	1
415	3
416	1
417	2
418	3
404	0
411	2
403	1
393	1
387	0
388	3
385	1
389	1
390	1
391	6
392	3
394	1
401	3
395	3
396	0
397	3
398	1
399	1
1477	1
1476	1
1475	1
1474	2
1473	0
1472	2
1471	2
1470	2
1469	2
1468	2
1467	2
1466	2
1465	1
1464	1
1478	6
1463	1
1461	1
1460	1
1459	0
1458	3
1457	3
1456	3
1455	1
1454	1
1453	3
1452	1
1451	3
1450	6
1449	1
1448	0
1462	0
1480	0
1496	0
1481	0
1511	0
1510	0
1509	1
1508	1
1507	6
1506	0
1505	3
1504	3
1503	1
1502	1
1501	1
1500	3
1499	1
1498	1
1512	5
1497	1
1495	1
1494	1
1493	3
1492	1
1491	1
1490	1
1489	1
1488	1
1487	1
1486	1
1485	2
1484	1
1483	5
1446	6
1447	3
1479	2
1445	1
1443	2
1409	0
1408	1
1407	5
1406	3
1405	4
1404	6
1403	1
1402	1
1401	3
1400	1
1399	1
1398	1
1395	1
1396	2
1410	2
1394	3
1388	1
1380	1
1381	3
1382	0
1383	1
1384	2
1385	1
1393	3
1387	3
1386	3
1389	0
1390	3
1391	3
1392	1
1397	0
1411	1
1428	3
1413	3
1412	0
1442	1
1441	1
1440	3
1439	1
1438	1
1437	1
1436	3
1435	1
1434	1
1433	4
1432	0
1431	1
1430	1
1444	2
1429	0
1427	2
1426	1
1425	1
1424	1
1423	1
1422	6
1421	1
1420	1
1419	0
1418	1
1417	1
1416	3
1415	0
1414	4
1482	0
1513	3
1514	1
1515	4
1604	0
1605	0
1606	1
1607	1
1608	1
1609	2
1611	0
1618	6
1612	2
1613	3
1614	1
1615	1
1616	1
1617	4
1603	2
1602	2
1601	0
1600	5
1599	3
1598	3
1597	1
1596	5
1595	1
1594	5
1593	1
1592	1
1591	2
1590	2
1589	3
1588	3
1587	1
1610	0
1619	3
1620	5
1621	6
1640	1
1641	5
1642	1
1643	1
1644	6
1645	1
1647	3
1654	3
1648	0
1649	6
1650	2
1651	6
1652	6
1653	6
1639	6
1646	6
1638	1
1628	3
1622	1
1623	4
1624	4
1625	3
1519	0
1584	3
1379	3
1564	6
1563	2
1562	0
1561	1
1560	0
1559	2
1565	0
1558	2
1556	0
1555	6
1554	1
1553	1
1552	3
1551	1
1557	0
1567	0
1575	1
1568	1
1582	1
1581	0
1580	1
1579	1
1578	1
1577	1
1583	1
1576	0
1574	1
1573	1
1572	6
1571	1
1570	1
1569	1
1550	1
1549	3
1548	2
1539	1
1516	0
1517	0
1518	0
1655	0
1520	6
1521	3
1522	6
1523	0
1524	3
1525	3
1526	1
1527	1
1528	1
1529	2
1530	2
1531	2
1532	1
1546	6
1545	0
1544	3
1543	0
1542	6
1541	5
1547	0
1540	1
1538	2
1537	1
1536	3
1535	1
1534	1
1533	3
1566	1
1585	3
1637	3
1586	3
1635	0
1634	3
1633	1
1632	3
1631	0
1630	3
1636	1
1629	1
1627	1
1626	2
1996	6
1997	3
349	3
352	1
351	6
350	1
2920	2
2919	3
2915	1
2917	3
2916	3
2921	1
2914	3
2913	2
2912	3
2911	3
2918	3
2922	0
2935	0
2924	3
2925	3
2926	3
2923	0
2927	2
2928	5
2929	0
2930	3
2936	3
2931	3
2932	1
2933	3
2934	0
518	3
517	1
516	2
519	1
520	1
521	1
522	1
526	1
523	1
524	1
525	1
528	4
527	1
534	1
533	1
535	2
531	1
530	1
529	0
532	1
536	1
514	1
515	1
512	2
502	3
496	1
497	1
498	1
499	1
500	3
501	1
495	1
503	3
513	1
505	6
506	6
507	1
508	1
509	0
510	1
504	1
511	6
1925	1
1926	5
1927	2
1928	6
1929	2
1930	2
1931	0
1932	3
1933	5
1922	2
1934	5
1935	1
1936	2
1937	2
1938	1
1939	2
1940	0
1941	6
1942	0
1943	2
1944	2
1923	1
1945	0
1921	0
1918	6
1908	6
1899	6
1901	1
1902	0
1903	1
1904	1
1905	0
1906	2
1907	1
1900	1
1920	0
1910	1
1911	2
1912	1
1913	5
1909	0
1914	1
1915	2
1916	1
1917	4
1919	2
1924	4
1946	6
1969	4
1948	4
1975	1
1974	2
1977	0
1978	1
1979	1
1980	0
1981	2
1947	6
1982	1
1983	6
1985	6
1984	2
1986	0
1987	0
1988	3
1989	2
1990	0
1991	1
1992	0
1993	0
1994	1
1995	1
1973	1
1976	4
1971	1
1970	0
1949	1
1950	0
1951	3
1952	0
1953	0
1954	0
1955	0
1956	0
1957	1
1972	2
1958	2
1959	4
1960	2
1961	0
1962	2
1963	5
1964	1
1965	1
1966	5
1967	3
1968	1
2798	1
2797	1
2796	0
2795	0
2794	0
2793	0
2792	3
2800	0
2791	1
2789	3
2788	6
2787	1
2737	0
2786	3
2785	4
2784	0
2783	0
2782	3
2790	6
2802	0
2812	5
2803	1
2821	1
2820	1
2819	1
2818	1
2817	3
2816	6
2815	6
2814	6
2822	6
2813	1
2811	1
2810	1
2809	1
2808	6
2807	6
2806	6
2805	4
2804	3
2781	0
2780	6
2779	0
2768	1
2755	6
2754	1
2753	6
2752	6
2751	1
2750	1
2749	0
2748	3
2747	6
2746	2
2745	4
2744	3
2743	0
2742	1
2741	6
2740	1
2739	0
2756	0
2757	0
2758	1
2759	1
2777	0
2776	0
2775	5
2774	0
2773	6
2772	3
2824	6
2770	6
2778	4
2769	1
2767	2
2766	0
2765	2
2764	0
2763	2
2762	6
2761	6
2760	1
2801	6
2823	0
2832	0
2825	1
2886	0
2885	6
2884	6
2883	0
2882	4
2881	6
2889	6
2879	4
2887	6
2878	2
2876	1
2875	2
2874	6
2873	6
2872	6
2871	4
2870	2
2869	6
2877	0
2888	0
2891	2
2890	0
2910	5
2908	3
2907	1
2906	6
2905	0
2904	2
2903	2
2902	0
2901	4
2909	6
2899	6
2898	6
2897	4
2896	4
2895	4
2894	4
2893	0
2892	1
2868	6
2880	6
2866	1
2855	1
2842	1
2841	0
2840	6
2839	1
2838	1
2837	6
2836	0
2835	2
2834	1
2833	5
2867	1
2831	6
2830	6
2829	0
2828	4
2827	2
2826	0
2843	1
2844	4
2845	6
2846	0
2864	2
2863	0
2862	0
2861	6
2860	6
2859	6
2858	4
2857	3
2865	3
2856	2
2854	3
2853	0
2852	3
2851	6
2850	4
2849	4
2848	4
2847	0
2738	0
2771	4
2736	6
2664	0
2632	0
2609	1
2608	0
2607	3
2606	0
2605	0
2604	3
2603	0
2602	6
2601	3
2600	1
2599	1
2598	3
2597	6
2596	1
2595	1
2594	0
2593	0
2592	2
2591	2
2590	0
2589	6
2610	0
2612	1
2635	1
2613	6
2634	1
2631	6
2630	0
2629	0
2628	6
2627	2
2626	6
2625	2
2587	1
2624	0
2623	1
2622	2
2621	6
2620	6
2619	0
2618	1
2617	3
2616	0
2615	0
2614	2
2588	0
2611	6
2586	1
2578	4
2541	2
2542	6
2543	0
2544	6
2545	1
2547	0
2553	3
2554	0
2556	3
2540	1
2555	6
2557	3
2552	0
2551	6
2550	0
2549	3
2548	6
2546	1
2559	3
2577	6
2576	0
2575	6
2574	6
2573	2
2572	0
2571	0
2570	6
2569	6
2568	0
2567	6
2566	6
2565	6
2564	1
2563	0
2562	6
2561	1
2560	6
2558	6
2585	0
2579	4
2580	4
2581	6
2582	6
2583	3
2584	0
2633	1
2636	3
2686	0
2638	3
2709	6
2708	2
2707	6
2706	6
2705	0
2704	0
2703	0
2702	6
2701	3
2700	0
2699	0
2698	0
2697	0
2696	2
2695	6
2694	6
2693	1
2692	0
2691	4
2690	1
2689	3
2710	6
2712	1
2735	1
2713	3
2734	3
2733	0
2732	6
2731	6
2730	0
2637	6
2729	6
2728	6
2727	1
2726	1
2725	1
2724	4
2723	1
2722	1
2721	0
2720	3
2719	0
2718	4
2717	0
2716	1
2715	1
2714	2
2688	6
2711	6
2687	1
2661	6
2659	4
2658	4
2657	6
2656	3
2655	1
2654	1
2653	1
2652	0
2651	0
2650	6
2649	2
2648	1
2647	1
2646	1
2645	1
2644	2
2643	1
2642	6
2641	1
2665	1
2666	0
2667	1
2668	1
2669	0
2670	0
2671	1
2672	6
2673	6
2674	0
2675	6
2676	0
2677	1
2678	2
2679	1
2680	1
2681	4
2682	1
2683	1
2684	0
2663	0
2685	6
2662	6
2660	6
2639	1
2640	6
2799	1
2900	6
